sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,c_charge_desc,two_year_recid,race-sex
1,60,Greater than 45,1,0,0,0,0,M,Driving Under The Influence,1,Caucasian-Male
1,23,Less than 25,0,0,0,0,1,M,Criminal Mischief>$200<$1000,1,African-American-Male
1,40,25 - 45,1,0,0,0,0,M,Battery,1,Caucasian-Male
1,30,25 - 45,1,0,0,0,0,F,Grand Theft in the 3rd Degree,1,Caucasian-Male
0,20,Less than 25,0,0,0,0,0,F,Grand Theft in the 3rd Degree,1,African-American-Female
1,48,Greater than 45,0,0,0,0,0,F,Aggravated Assault W/dead Weap,1,Asian-Male
1,24,Less than 25,0,0,0,0,0,M,Battery,0,African-American-Male
1,30,25 - 45,0,0,0,0,5,M,Battery,1,African-American-Male
1,25,25 - 45,0,0,0,0,0,M,arrest case no charge,1,African-American-Male
1,38,25 - 45,1,0,0,0,0,M,Susp Drivers Lic 1st Offense,1,Caucasian-Male
1,27,25 - 45,0,0,0,0,1,F,Grand Theft (Motor Vehicle),1,African-American-Male
1,24,Less than 25,0,0,0,0,1,F,False Imprisonment,1,African-American-Male
1,64,Greater than 45,0,0,0,0,8,M,arrest case no charge,0,African-American-Male
1,26,25 - 45,1,0,0,0,3,M,Battery,1,Caucasian-Male
1,48,Greater than 45,1,0,0,0,0,F,Battery on a Person Over 65,1,Caucasian-Male
1,21,Less than 25,0,0,0,0,0,F,Battery on Law Enforc Officer,1,African-American-Male
1,37,25 - 45,0,0,0,0,17,M,Resist/Obstruct W/O Violence,1,African-American-Male
1,45,Greater than 45,0,1,0,0,16,F,Possession of Cocaine,1,African-American-Male
1,31,25 - 45,1,0,0,0,3,M,Battery,0,Caucasian-Male
1,28,25 - 45,0,0,0,0,9,F,Aggravated Battery,1,Asian-Male
1,39,25 - 45,1,0,0,0,1,F,"Poss3,4 Methylenedioxymethcath",1,Caucasian-Male
1,33,25 - 45,1,0,0,0,0,F,Grand Theft in the 3rd Degree,1,Caucasian-Male
1,48,Greater than 45,0,0,0,0,0,M,Viol Injunct Domestic Violence,1,Asian-Male
1,27,25 - 45,0,0,0,0,3,M,arrest case no charge,1,African-American-Male
1,24,Less than 25,0,0,0,0,0,F,Lewd/Lasc Battery Pers 12+/<16,1,Hispanic-Male
0,24,Less than 25,1,0,0,0,0,M,Battery,1,Caucasian-Female
0,31,25 - 45,1,0,0,2,14,F,Possession Of Alprazolam,1,Caucasian-Female
1,32,25 - 45,0,0,0,0,1,F,Aggravated Assault W/o Firearm,1,Hispanic-Male
1,62,Greater than 45,1,0,0,0,0,M,DUI Level 0.15 Or Minor In Veh,1,Caucasian-Male
1,56,Greater than 45,1,0,0,0,2,M,Battery,1,Caucasian-Male
1,28,25 - 45,0,0,0,0,6,F,Drivg While Lic Suspd/Revk/Can,1,African-American-Male
0,26,25 - 45,0,0,0,0,6,F,arrest case no charge,0,African-American-Female
1,51,Greater than 45,0,0,0,0,0,M,DUI Level 0.15 Or Minor In Veh,1,Hispanic-Male
1,51,Greater than 45,0,0,0,0,1,F,Neglect Child / No Bodily Harm,1,Hispanic-Male
1,28,25 - 45,0,0,0,1,7,F,Grand Theft in the 3rd Degree,1,African-American-Male
0,36,25 - 45,0,0,0,0,1,M,Battery,1,African-American-Female
0,38,25 - 45,1,0,0,0,0,M,Battery,1,Caucasian-Female
1,23,Less than 25,0,0,0,0,1,F,Grand Theft in the 3rd Degree,1,African-American-Male
1,28,25 - 45,1,0,0,0,5,M,Battery,0,Caucasian-Male
0,38,25 - 45,0,0,0,0,0,F,"Poss3,4 Methylenedioxymethcath",1,Other-Female
1,29,25 - 45,0,0,0,0,0,M,Battery,1,African-American-Male
0,34,25 - 45,0,0,0,0,1,F,Child Abuse,1,Asian-Female
1,34,25 - 45,0,0,0,0,8,M,Battery,1,African-American-Male
1,26,25 - 45,0,0,0,0,6,F,Burglary Conveyance Armed,0,African-American-Male
1,58,Greater than 45,0,0,0,0,0,F,Felony Battery (Dom Strang),1,African-American-Male
1,37,25 - 45,0,0,0,0,6,F,arrest case no charge,0,Hispanic-Male
1,44,25 - 45,0,0,0,0,0,F,Robbery / No Weapon,1,African-American-Male
1,36,25 - 45,1,0,0,0,5,F,Driving While License Revoked,1,Caucasian-Male
0,23,Less than 25,0,0,0,0,0,M,Battery,1,Other-Female
1,53,Greater than 45,0,0,0,0,3,F,Aggravated Battery,0,African-American-Male
1,35,25 - 45,0,0,0,0,8,M,Battery,1,African-American-Male
0,39,25 - 45,1,0,0,0,3,F,arrest case no charge,1,Caucasian-Female
1,21,Less than 25,0,1,0,0,1,F,Felony Battery (Dom Strang),0,Hispanic-Male
1,26,25 - 45,0,1,0,0,10,F,arrest case no charge,0,African-American-Male
0,21,Less than 25,1,0,3,1,3,M,Battery,0,Caucasian-Female
1,37,25 - 45,0,0,0,0,8,F,arrest case no charge,1,African-American-Male
0,56,Greater than 45,1,0,0,0,0,M,Battery,1,Caucasian-Female
1,30,25 - 45,1,0,0,0,0,F,Possession of Cannabis,1,Caucasian-Male
1,29,25 - 45,0,0,0,0,0,F,Agg Battery Grt/Bod/Harm,1,Other-Male
0,27,25 - 45,1,0,0,0,6,F,Grand Theft (Motor Vehicle),1,Caucasian-Female
1,43,25 - 45,0,0,0,0,15,M,Resist/Obstruct W/O Violence,0,African-American-Male
0,53,Greater than 45,0,0,0,0,5,F,Unlicensed Telemarketing,1,African-American-Female
1,26,25 - 45,0,0,1,0,6,M,arrest case no charge,1,African-American-Male
0,24,Less than 25,1,0,0,0,1,F,arrest case no charge,1,Caucasian-Female
1,30,25 - 45,0,0,0,0,0,F,"Poss3,4 Methylenedioxymethcath",1,African-American-Male
1,26,25 - 45,0,0,0,0,4,F,Driving While License Revoked,1,African-American-Male
1,54,Greater than 45,0,0,0,0,4,F,arrest case no charge,1,African-American-Male
1,26,25 - 45,1,0,0,3,10,M,Driving License Suspended,0,Caucasian-Male
1,45,Greater than 45,1,0,0,0,0,F,Felony Battery (Dom Strang),1,Caucasian-Male
1,47,Greater than 45,1,0,0,0,1,M,Battery,1,Caucasian-Male
1,31,25 - 45,0,0,0,0,2,F,Grand Theft in the 3rd Degree,1,African-American-Male
1,28,25 - 45,0,0,0,0,2,F,Pos Cannabis W/Intent Sel/Del,1,African-American-Male
0,21,Less than 25,0,0,0,0,0,F,Uttering a Forged Instrument,1,African-American-Female
1,25,25 - 45,0,0,0,1,4,F,Burglary Unoccupied Dwelling,0,African-American-Male
1,37,25 - 45,0,0,0,0,7,F,Tampering With Physical Evidence,1,African-American-Male
1,56,Greater than 45,0,0,0,0,0,M,Battery,1,Other-Male
1,24,Less than 25,0,0,0,0,0,M,Driving Under The Influence,1,African-American-Male
1,47,Greater than 45,1,0,0,0,5,M,DUI Property Damage/Injury,1,Caucasian-Male
1,66,Greater than 45,1,0,0,0,2,M,Viol Injunct Domestic Violence,1,Caucasian-Male
1,76,Greater than 45,0,0,0,0,0,F,Aggravated Assault w/Firearm,1,Asian-Male
1,35,25 - 45,0,0,0,0,1,M,Battery,1,African-American-Male
1,24,Less than 25,0,0,0,0,0,F,Grand Theft (Motor Vehicle),1,African-American-Male
1,36,25 - 45,1,0,0,0,0,F,Possession of Cocaine,1,Caucasian-Male
1,19,Less than 25,0,0,0,0,0,F,Resist Officer w/Violence,0,African-American-Male
1,40,25 - 45,0,0,0,0,2,F,Felony Driving While Lic Suspd,1,African-American-Male
1,28,25 - 45,1,0,0,0,0,F,Manufacture Cannabis,0,Caucasian-Male
1,27,25 - 45,1,0,0,0,0,M,Battery,1,Caucasian-Male
1,25,25 - 45,0,0,0,0,7,F,arrest case no charge,1,African-American-Male
0,24,Less than 25,0,0,0,0,0,F,Deliver Cocaine,1,African-American-Female
1,44,25 - 45,1,0,0,0,0,F,Driving While License Revoked,1,Caucasian-Male
1,44,25 - 45,0,0,0,0,0,F,Felony/Driving Under Influence,1,African-American-Male
0,23,Less than 25,0,0,0,0,0,M,Battery,1,African-American-Female
1,27,25 - 45,0,0,0,1,0,F,Cruelty Toward Child,1,African-American-Male
1,55,Greater than 45,1,0,0,0,0,F,Battery on a Person Over 65,1,Caucasian-Male
1,34,25 - 45,0,0,0,0,0,F,Possession of Cocaine,0,African-American-Male
1,24,Less than 25,0,0,0,0,1,F,arrest case no charge,1,African-American-Male
1,42,25 - 45,0,0,0,0,7,F,Driving While License Revoked,1,African-American-Male
1,30,25 - 45,0,0,0,0,3,M,Driving Under The Influence,1,Hispanic-Male
1,40,25 - 45,1,0,0,0,6,F,Carrying Concealed Firearm,1,Caucasian-Male
1,30,25 - 45,0,0,0,0,13,F,Deliver Cannabis,0,Other-Male
1,27,25 - 45,1,0,0,0,1,M,Battery,1,Caucasian-Male
1,37,25 - 45,0,0,0,0,3,M,Battery,1,African-American-Male
1,25,25 - 45,0,0,0,0,1,F,Possession Of Methamphetamine,1,African-American-Male
1,45,Greater than 45,1,0,0,0,2,F,arrest case no charge,1,Caucasian-Male
1,31,25 - 45,1,0,0,0,1,F,Battery on Law Enforc Officer,1,Caucasian-Male
1,23,Less than 25,0,0,0,0,0,F,Pos Cannabis W/Intent Sel/Del,1,African-American-Male
1,21,Less than 25,0,0,0,0,0,F,Possession Firearm School Prop,1,African-American-Male
1,35,25 - 45,0,0,0,0,0,F,Felony Battery (Dom Strang),1,African-American-Male
0,32,25 - 45,1,0,0,0,5,F,Burglary Dwelling Assault/Batt,1,Caucasian-Female
1,25,25 - 45,0,0,0,0,2,F,arrest case no charge,1,African-American-Male
1,34,25 - 45,1,0,1,0,15,F,Possession of Cocaine,1,Caucasian-Male
0,30,25 - 45,0,0,0,0,4,F,Crimin Mischief Damage $1000+,1,African-American-Female
1,37,25 - 45,1,0,0,0,3,F,Driving While License Revoked,1,Caucasian-Male
1,37,25 - 45,0,0,0,0,8,M,Battery,1,African-American-Male
0,31,25 - 45,1,0,0,0,0,M,Battery,1,Caucasian-Female
1,22,Less than 25,0,0,0,0,0,F,Burglary Unoccupied Dwelling,0,African-American-Male
1,30,25 - 45,0,0,0,0,1,M,Battery,1,African-American-Male
0,20,Less than 25,0,0,0,0,1,M,Battery,1,Other-Female
1,29,25 - 45,0,0,0,0,0,M,Battery,1,African-American-Male
1,24,Less than 25,1,0,0,0,0,F,Falsely Impersonating Officer,1,Caucasian-Male
0,36,25 - 45,0,0,0,0,1,F,Grand Theft in the 3rd Degree,1,African-American-Female
1,23,Less than 25,0,0,0,0,0,M,Battery,0,African-American-Male
1,29,25 - 45,0,0,0,0,6,F,Felony Driving While Lic Suspd,0,African-American-Male
0,22,Less than 25,0,0,0,0,1,F,Possession Of Amphetamine,1,Hispanic-Female
1,29,25 - 45,0,0,0,0,4,M,Assault,1,African-American-Male
0,26,25 - 45,0,0,0,0,0,M,Robbery / No Weapon,1,African-American-Female
1,32,25 - 45,0,0,0,0,1,F,False Imprisonment,1,African-American-Male
1,45,Greater than 45,0,0,0,0,0,F,Felony Battery (Dom Strang),1,Hispanic-Male
1,30,25 - 45,0,0,0,0,1,F,Aggravated Assault W/Dead Weap,1,African-American-Male
1,25,25 - 45,0,0,0,0,0,F,Crim Use of Personal ID Info,1,African-American-Male
1,24,Less than 25,0,0,0,0,5,F,"Poss3,4 Methylenedioxymethcath",1,African-American-Male
1,29,25 - 45,1,0,0,0,0,M,Battery,0,Caucasian-Male
1,21,Less than 25,1,0,0,0,1,F,arrest case no charge,1,Caucasian-Male
0,46,Greater than 45,1,0,0,0,1,F,arrest case no charge,1,Caucasian-Female
1,47,Greater than 45,1,0,0,0,2,M,DUI Level 0.15 Or Minor In Veh,1,Caucasian-Male
1,30,25 - 45,0,0,0,0,13,F,Felony Battery,0,African-American-Male
1,26,25 - 45,0,0,0,0,2,M,Possess Cannabis/20 Grams Or Less,1,African-American-Male
0,42,25 - 45,1,0,0,0,0,M,DUI Level 0.15 Or Minor In Veh,1,Caucasian-Female
1,34,25 - 45,0,0,0,0,1,M,Battery,1,African-American-Male
0,69,Greater than 45,1,0,0,0,2,M,Leaving Acc/Unattended Veh,1,Caucasian-Female
1,24,Less than 25,1,0,0,1,5,F,arrest case no charge,0,Caucasian-Male
1,45,Greater than 45,0,0,0,0,1,M,Resist/Obstruct W/O Violence,1,African-American-Male
1,52,Greater than 45,0,0,0,0,2,M,DUI Property Damage/Injury,1,African-American-Male
1,30,25 - 45,1,0,0,0,0,F,Felony Battery (Dom Strang),1,Caucasian-Male
0,26,25 - 45,0,0,0,0,0,M,Battery,1,Hispanic-Female
1,30,25 - 45,0,0,0,0,0,M,DUI Property Damage/Injury,1,Hispanic-Male
0,22,Less than 25,0,0,0,0,0,F,Robbery / No Weapon,1,African-American-Female
1,35,25 - 45,0,0,0,0,6,F,arrest case no charge,1,African-American-Male
1,35,25 - 45,0,0,0,0,1,M,Battery,1,African-American-Male
1,25,25 - 45,0,0,0,0,2,F,Grand Theft in the 3rd Degree,1,African-American-Male
1,58,Greater than 45,1,0,0,0,3,M,Carry Open/Uncov Bev In Pub,1,Caucasian-Male
1,33,25 - 45,1,0,0,0,2,M,DUI Level 0.15 Or Minor In Veh,1,Caucasian-Male
1,44,25 - 45,1,0,0,0,4,F,Driving While License Revoked,1,Caucasian-Male
1,30,25 - 45,0,0,0,0,3,F,Grand Theft in the 3rd Degree,1,African-American-Male
0,39,25 - 45,0,0,0,0,2,F,arrest case no charge,1,Hispanic-Female
1,28,25 - 45,1,0,0,0,0,F,Crim Use of Personal ID Info,1,Caucasian-Male
1,34,25 - 45,0,0,0,0,1,F,Purchase Cannabis,1,African-American-Male
1,26,25 - 45,0,0,0,0,1,F,arrest case no charge,0,African-American-Male
1,23,Less than 25,0,0,0,0,0,F,Pos Cannabis W/Intent Sel/Del,1,African-American-Male
1,31,25 - 45,0,0,0,0,0,M,Battery,1,African-American-Male
1,38,25 - 45,0,0,0,0,1,F,arrest case no charge,1,Other-Male
1,44,25 - 45,0,0,0,0,0,F,Felony Driving While Lic Suspd,1,African-American-Male
1,52,Greater than 45,0,0,0,0,0,F,Felony Battery (Dom Strang),1,African-American-Male
1,31,25 - 45,0,0,0,0,9,F,Aggravated Battery / Pregnant,0,African-American-Male
0,21,Less than 25,0,0,1,0,2,F,Deliver Cannabis,1,African-American-Female
1,77,Greater than 45,1,0,0,0,1,M,DUI Property Damage/Injury,1,Caucasian-Male
1,61,Greater than 45,1,0,0,0,4,F,Uttering a Forged Instrument,1,Caucasian-Male
0,41,25 - 45,0,0,0,0,0,M,Battery,1,African-American-Female
0,24,Less than 25,1,0,0,0,0,M,Battery,1,Caucasian-Female
0,34,25 - 45,0,0,0,0,5,F,arrest case no charge,1,African-American-Female
1,27,25 - 45,0,0,0,0,1,F,"Poss3,4 Methylenedioxymethcath",1,Hispanic-Male
1,30,25 - 45,0,0,0,0,1,F,Cruelty Toward Child,1,African-American-Male
1,59,Greater than 45,0,0,0,0,0,F,Uttering a Forged Instrument,1,Hispanic-Male
1,55,Greater than 45,1,0,0,0,1,F,Grand Theft in the 3rd Degree,0,Caucasian-Male
1,53,Greater than 45,0,0,0,0,5,M,Petit Theft,1,African-American-Male
1,50,Greater than 45,1,0,0,0,1,M,Battery,1,Caucasian-Male
1,21,Less than 25,0,0,0,1,2,F,Poss Similitude of Drivers Lic,0,Hispanic-Male
0,25,25 - 45,1,0,0,0,0,M,Battery,1,Caucasian-Female
0,31,25 - 45,1,0,0,0,2,M,Assault,1,Caucasian-Female
0,26,25 - 45,0,0,0,0,1,F,Grand Theft in the 3rd Degree,1,African-American-Female
1,25,25 - 45,1,0,0,0,0,M,DUI Property Damage/Injury,1,Caucasian-Male
1,32,25 - 45,0,0,0,0,0,M,Battery,1,African-American-Male
1,40,25 - 45,1,0,0,0,5,F,Pos Cannabis W/Intent Sel/Del,1,Caucasian-Male
1,35,25 - 45,0,0,0,0,0,F,Poss Oxycodone W/Int/Sell/Del,1,African-American-Male
1,36,25 - 45,0,0,0,0,1,F,arrest case no charge,1,Asian-Male
1,30,25 - 45,1,0,0,0,2,F,Possession of Cocaine,1,Caucasian-Male
1,30,25 - 45,0,0,0,0,0,F,Possession of Cocaine,1,African-American-Male
1,41,25 - 45,0,0,0,0,19,F,arrest case no charge,1,African-American-Male
0,29,25 - 45,1,0,0,0,0,F,Possession of Cocaine,1,Caucasian-Female
1,25,25 - 45,1,0,0,0,0,F,Possession of Cocaine,1,Caucasian-Male
1,50,Greater than 45,1,0,0,0,0,F,Possession Child Pornography,1,Caucasian-Male
1,35,25 - 45,1,0,0,0,4,F,arrest case no charge,1,Caucasian-Male
1,43,25 - 45,0,0,0,0,4,F,arrest case no charge,0,African-American-Male
0,61,Greater than 45,1,0,0,0,0,F,Possession of Cocaine,1,Caucasian-Female
0,22,Less than 25,0,0,0,0,4,F,Possession of Cocaine,0,African-American-Female
0,34,25 - 45,0,0,0,0,1,M,Battery,1,African-American-Female
1,24,Less than 25,0,0,0,0,0,F,Conspiracy Dealing Stolen Prop,1,Other-Male
0,20,Less than 25,0,0,0,1,0,M,Battery,0,African-American-Female
1,30,25 - 45,0,0,0,0,0,M,Battery,1,African-American-Male
0,43,25 - 45,0,0,0,0,0,M,Battery,1,African-American-Female
1,37,25 - 45,0,0,0,0,9,F,Deliver Cocaine,1,Hispanic-Male
0,29,25 - 45,0,0,0,0,1,F,arrest case no charge,1,Hispanic-Female
0,24,Less than 25,1,0,0,0,0,M,Battery,1,Caucasian-Female
1,36,25 - 45,1,0,0,0,12,F,arrest case no charge,1,Caucasian-Male
1,39,25 - 45,1,0,0,0,0,F,Felony DUI - Enhanced,0,Caucasian-Male
1,32,25 - 45,0,0,0,0,2,M,Battery,1,African-American-Male
1,38,25 - 45,0,0,0,0,0,M,Battery,1,African-American-Male
0,27,25 - 45,0,0,0,0,8,F,arrest case no charge,1,African-American-Female
1,30,25 - 45,0,6,0,0,8,M,Battery,0,African-American-Male
0,26,25 - 45,1,0,0,0,1,M,Assault,1,Caucasian-Female
1,37,25 - 45,1,0,0,0,3,F,Possession of Cocaine,1,Caucasian-Male
1,29,25 - 45,1,0,0,0,1,F,False Imprisonment,1,Caucasian-Male
1,32,25 - 45,1,0,0,0,3,F,arrest case no charge,1,Caucasian-Male
1,21,Less than 25,0,0,2,6,8,F,arrest case no charge,0,African-American-Male
1,21,Less than 25,1,0,0,0,1,F,Burglary Unoccupied Dwelling,1,Caucasian-Male
1,47,Greater than 45,1,0,0,0,13,M,Battery,0,Caucasian-Male
0,36,25 - 45,0,0,0,0,4,F,arrest case no charge,1,African-American-Female
1,32,25 - 45,1,0,0,0,4,M,Battery,0,Caucasian-Male
1,43,25 - 45,1,0,0,0,1,F,Neglect Child / No Bodily Harm,1,Caucasian-Male
1,27,25 - 45,0,0,0,0,2,F,Sale/Del Cannabis At/Near Scho,1,African-American-Male
1,21,Less than 25,0,0,0,0,1,F,arrest case no charge,1,African-American-Male
1,34,25 - 45,0,0,0,0,0,M,Battery,1,Asian-Male
1,46,Greater than 45,0,0,0,0,1,M,Operating W/O Valid License,1,Hispanic-Male
1,40,25 - 45,0,2,0,0,23,M,Possess Cannabis/20 Grams Or Less,0,African-American-Male
1,38,25 - 45,1,0,0,0,3,M,Disorderly Conduct,1,Caucasian-Male
1,41,25 - 45,0,0,0,0,7,F,arrest case no charge,1,African-American-Male
1,21,Less than 25,1,0,0,0,1,F,Burglary Conveyance Assault/Bat,1,Caucasian-Male
0,74,Greater than 45,1,0,0,0,0,M,Disorderly Intoxication,1,Caucasian-Female
0,27,25 - 45,0,0,0,0,0,M,Prostitution/Lewd Act Assignation,1,Hispanic-Female
1,30,25 - 45,0,0,1,0,1,M,Aggravated Battery / Pregnant,1,African-American-Male
0,33,25 - 45,1,0,0,0,3,F,Possession Of Heroin,0,Caucasian-Female
1,24,Less than 25,1,0,0,0,2,M,Driving Under The Influence,1,Caucasian-Male
1,52,Greater than 45,0,0,0,0,0,F,Grand Theft in the 3rd Degree,1,Asian-Male
0,29,25 - 45,1,0,0,0,0,M,Battery,1,Caucasian-Female
0,30,25 - 45,1,0,0,1,1,F,Driving While License Revoked,1,Caucasian-Female
1,33,25 - 45,0,0,0,0,0,F,Uttering a Forged Instrument,1,African-American-Male
1,38,25 - 45,0,0,0,0,1,F,Felony Battery (Dom Strang),1,Hispanic-Male
0,28,25 - 45,0,0,0,0,5,M,arrest case no charge,1,African-American-Female
0,52,Greater than 45,0,0,0,0,3,F,False 911 Call,1,African-American-Female
1,21,Less than 25,0,0,0,3,1,F,Possession of Cocaine,1,Hispanic-Male
0,22,Less than 25,0,0,0,0,1,F,arrest case no charge,1,Hispanic-Female
1,32,25 - 45,0,0,0,0,3,F,arrest case no charge,1,Hispanic-Male
1,25,25 - 45,0,0,0,0,0,F,Corrupt Public Servant,0,African-American-Male
0,27,25 - 45,0,0,0,0,0,M,Battery,1,African-American-Female
1,35,25 - 45,1,0,0,0,0,F,"Poss3,4 Methylenedioxymethcath",1,Caucasian-Male
1,40,25 - 45,0,0,0,0,2,M,Battery,1,African-American-Male
0,29,25 - 45,0,0,0,0,0,F,Aggrav Battery w/Deadly Weapon,1,Other-Female
1,24,Less than 25,0,0,0,2,2,M,Battery,0,African-American-Male
1,24,Less than 25,0,5,1,0,10,F,Possession of Cocaine,0,African-American-Male
1,26,25 - 45,0,0,0,0,5,F,Driving While License Revoked,1,Hispanic-Male
1,50,Greater than 45,1,0,0,0,1,F,Felony Battery (Dom Strang),1,Caucasian-Male
1,51,Greater than 45,0,0,0,0,0,M,Battery,1,Hispanic-Male
1,29,25 - 45,0,0,0,0,3,M,Possess Cannabis/20 Grams Or Less,1,African-American-Male
0,25,25 - 45,1,0,0,0,0,M,Battery,1,Caucasian-Female
1,46,Greater than 45,1,0,0,0,1,F,arrest case no charge,1,Caucasian-Male
1,33,25 - 45,0,0,0,2,9,M,Battery,0,African-American-Male
1,31,25 - 45,0,0,1,0,19,F,"Poss 3,4 MDMA (Ecstasy)",0,Hispanic-Male
1,21,Less than 25,0,0,0,0,0,M,Aggravated Assault w/Firearm,1,Other-Male
1,35,25 - 45,0,0,0,0,4,F,arrest case no charge,1,African-American-Male
1,26,25 - 45,0,0,0,0,1,M,Battery,1,Other-Male
1,27,25 - 45,1,0,0,0,0,M,Battery,1,Caucasian-Male
1,22,Less than 25,0,0,1,3,2,F,Driving While License Revoked,1,African-American-Male
0,29,25 - 45,0,0,0,0,0,F,Aggravated Battery (Firearm),0,African-American-Female
1,31,25 - 45,0,0,0,0,0,M,Possession of Cocaine,1,African-American-Male
0,29,25 - 45,0,0,0,0,0,F,Battery on Law Enforc Officer,1,Hispanic-Female
0,65,Greater than 45,1,0,0,0,0,F,Fraudulent Use of Credit Card,1,Caucasian-Female
0,34,25 - 45,0,0,0,0,1,M,Battery,1,Hispanic-Female
1,24,Less than 25,1,0,0,2,6,F,Burglary Conveyance Unoccup,1,Caucasian-Male
1,46,Greater than 45,0,0,0,0,0,M,DUI Property Damage/Injury,1,African-American-Male
1,29,25 - 45,0,0,0,0,7,F,Burglary Dwelling Occupied,1,African-American-Male
0,56,Greater than 45,1,0,0,0,3,F,Unlicensed Telemarketing,1,Caucasian-Female
1,21,Less than 25,0,0,0,0,0,F,"Deliver 3,4 Methylenediox",1,African-American-Male
1,40,25 - 45,0,0,0,0,0,F,Possession of Cocaine,0,African-American-Male
1,22,Less than 25,0,0,0,0,2,M,Viol Injunct Domestic Violence,0,African-American-Male
1,39,25 - 45,1,0,0,0,0,M,Driving Under The Influence,1,Caucasian-Male
1,36,25 - 45,1,0,0,0,1,F,Burglary Structure Unoccup,1,Caucasian-Male
1,30,25 - 45,0,0,0,0,0,F,Computer Pornography,1,African-American-Male
1,36,25 - 45,0,0,0,0,0,M,Battery,1,African-American-Male
1,32,25 - 45,0,0,0,0,0,F,Robbery / Weapon,1,African-American-Male
1,23,Less than 25,0,0,0,0,0,M,Possess Cannabis/20 Grams Or Less,1,Other-Male
1,52,Greater than 45,1,0,0,0,0,M,Battery,1,Caucasian-Male
1,38,25 - 45,0,0,0,0,5,M,Battery,1,African-American-Male
1,46,Greater than 45,1,0,0,0,0,M,Driving License Suspended,1,Caucasian-Male
1,20,Less than 25,0,0,0,0,2,F,Aggravated Assault W/Dead Weap,0,African-American-Male
1,63,Greater than 45,1,0,0,0,0,F,Criminal Mischief,1,Caucasian-Male
1,27,25 - 45,0,0,0,0,1,F,Aggravated Battery / Pregnant,0,African-American-Male
1,27,25 - 45,0,0,0,0,0,F,Burglary Unoccupied Dwelling,1,African-American-Male
1,27,25 - 45,0,0,0,0,0,M,Battery,1,African-American-Male
0,48,Greater than 45,0,0,0,0,0,M,Battery,1,African-American-Female
0,26,25 - 45,0,0,0,0,1,M,Battery,1,African-American-Female
1,58,Greater than 45,0,0,0,0,0,F,Grand Theft in the 3rd Degree,1,Other-Male
1,41,25 - 45,0,0,0,0,0,F,arrest case no charge,1,African-American-Male
1,21,Less than 25,0,0,0,0,0,F,Burglary Unoccupied Dwelling,1,African-American-Male
1,26,25 - 45,0,0,0,0,0,M,Battery,1,Other-Male
0,39,25 - 45,0,0,0,0,3,M,Susp Drivers Lic 1st Offense,1,African-American-Female
1,46,Greater than 45,1,0,0,0,0,M,Battery,1,Caucasian-Male
1,33,25 - 45,0,0,1,0,7,F,Trespass Property w/Dang Weap,0,Other-Male
1,20,Less than 25,0,0,1,0,1,F,arrest case no charge,0,Native American-Male
1,32,25 - 45,1,0,0,0,0,M,Battery,1,Caucasian-Male
1,64,Greater than 45,0,0,0,0,1,M,Disorderly Intoxication,1,Hispanic-Male
1,26,25 - 45,0,0,0,0,2,F,Agg Battery Grt/Bod/Harm,1,African-American-Male
1,22,Less than 25,0,0,0,0,2,F,Robbery Sudd Snatch No Weapon,1,African-American-Male
0,43,25 - 45,1,0,0,0,0,F,Aggravated Battery / Pregnant,1,Caucasian-Female
0,55,Greater than 45,1,0,0,0,0,M,DUI Property Damage/Injury,1,Caucasian-Female
1,34,25 - 45,0,0,0,0,0,M,Operating W/O Valid License,1,Hispanic-Male
1,20,Less than 25,0,0,0,2,1,F,arrest case no charge,1,African-American-Male
1,55,Greater than 45,1,0,0,0,7,F,Felony DUI (level 3),1,Caucasian-Male
1,22,Less than 25,0,0,0,0,1,F,Fleeing or Eluding a LEO,1,African-American-Male
1,55,Greater than 45,0,0,0,0,1,F,arrest case no charge,1,African-American-Male
1,21,Less than 25,0,0,0,3,0,F,Pos Cannabis W/Intent Sel/Del,0,African-American-Male
1,23,Less than 25,0,0,0,0,0,F,arrest case no charge,1,African-American-Male
0,28,25 - 45,1,0,0,0,1,M,Grand Theft in the 3rd Degree,1,Caucasian-Female
1,45,Greater than 45,0,0,0,0,0,F,Tamper With Witness/Victim/CI,1,Other-Male
1,39,25 - 45,0,0,0,0,1,F,Agg Battery Grt/Bod/Harm,1,African-American-Male
1,79,Greater than 45,1,0,0,0,1,M,Disorderly Conduct,1,Caucasian-Male
1,48,Greater than 45,1,0,0,0,1,F,Depriv LEO of Protect/Communic,1,Caucasian-Male
1,31,25 - 45,0,1,0,0,5,M,arrest case no charge,1,African-American-Male
1,56,Greater than 45,1,0,0,0,1,M,Battery,1,Caucasian-Male
1,43,25 - 45,0,0,0,0,2,M,Battery,1,African-American-Male
1,20,Less than 25,0,0,0,2,0,F,Burglary Conveyance Unoccup,1,Hispanic-Male
1,41,25 - 45,0,0,0,0,0,M,Battery,1,African-American-Male
1,24,Less than 25,0,0,0,0,1,F,Tampering With Physical Evidence,1,Other-Male
0,33,25 - 45,0,0,0,0,1,F,arrest case no charge,1,African-American-Female
1,22,Less than 25,0,0,0,0,0,F,Felony Battery (Dom Strang),1,African-American-Male
1,34,25 - 45,0,0,0,0,3,F,Aggravated Battery / Pregnant,1,African-American-Male
